ID,Title,Company Name,Fund Raise Amount,Raised Fund Amount,Investors Count,Expected Return Rate,Collateral Type,Duration,Fund Raising End Date,Platform ID,Platform Name,Platform Code,URL,Banner URL,Platform Website
670eaaf08337a67c686b9654,تامین سرمایه در گردش احیای چاه های کم بازده نفتی,هیربد نیرو,250000000000,250000000000,64,48.000000,ضمانت شخص ثالث + چک متقاضی نزد عامل,12 ماه,1729110600,670ea97b37339c7ae54e6eae,نوین کراد,novincrowd,/api/fund-raises/resolve?id=670eaaf08337a67c686b9654,https://carinx.ir/files/c742d1b462f6d116c7ae01e337cdb0e13b21138c465e6170f839cdd777baf713.webp,novincrowd.ir
670eaaef8337a67c686b963c,تأمین سرمایه در گردش جهت تولید، سورت و بسته‌بندی برنج سفید,شرکت کشت و صنعت برنج کوروش,250000000000,250000000000,30,42.000000,چک متقاضی نزد عامل,12 ماه,1729110600,670ea97b37339c7ae54e6eae,نوین کراد,novincrowd,/api/fund-raises/resolve?id=670eaaef8337a67c686b963c,https://carinx.ir/files/2ab12eec5a28dac6a00b39840bd4766e86ab247d0d4e3bc86ef9e504b6326af1.webp,novincrowd.ir
670be31283de50f5902d9d56,تأمین سرمایه در گردش جهت صادرات گرید ظروف یکبار مصرف,شرکت توسعه کسب و کار هوشمند سهند ایرانیان,183000000000,183000000000,263,41.000000,,,1729110600,66654ff356281b865f07d8e6,حلال فاند,halalfund,/api/fund-raises/resolve?id=670be31283de50f5902d9d56,https://carinx.ir/files/e13a4bbdcf949798fe4cb9ea6a09bdd91786af6d090aa29116e3569e662cecb0.jpg,halalfund.ir
66fd52121ef3e446f3f4d6d8,تامین سرمایه در گردش شرکت ابیان فارمد جهت توليد و فروش انواع محصولات دارویی,ابیان فارمد,250000000000,250000000000,39,34.000000,ضمانت نامه تعهد پرداخت,12 ماه,1729024200,6666883dc443c3217a786781,آی‌بی‌کراد,ibcrowd,/api/fund-raises/resolve?id=66fd52121ef3e446f3f4d6d8,https://carinx.ir/files/2af203a338e5a875f33d42a851b905aa066e40dcde40f241830244a16b7f7f7c.jpg,ibcrowd.ir
66e84102c4aba897654cf731,قسمت 15 کارمانی - تولید و فروش محلول همودیالیز,داروسازی فاران شیمی,250000000000,250000000000,107,42.000000,ضمانت‌نامه تعهدپرداخت اصل سرمایه,12 ماهه,1729024200,6666883dc443c3217a786787,کارن کراد,karencrowd,/api/fund-raises/resolve?id=66e84102c4aba897654cf731,https://carinx.ir/files/7d0d7ae1dacaf28f76f45e14d5496b38c355f0369df761bd32b86993c779f3b5.jpg,karencrowd.com
66fd2822e2543b2a33cf8e24,تامین سرمایه در گردش شرکت مجتمع فولاد آذرآبادگان ارس جهت تولید و فروش شمش فولاد اس پی5,مجتمع فولاد آذرآبادگان ارس,250000000000,250000000000,54,34.000000,ضمانت بانکی,12 ماه,1728937800,6666883dc443c3217a786781,آی‌بی‌کراد,ibcrowd,/api/fund-raises/resolve?id=66fd2822e2543b2a33cf8e24,https://carinx.ir/files/32f108edb91161032fefdf338934bae6c56740bf4a729c6b28b851dfd31be6a0.jpg,ibcrowd.ir
66fc0e92ad4f769279fcaa16,تامین سرمایه در گردش شرکت توسعه تجارت ثنا گستر ایرانیان جهت خرید و فروش تلویزیون، جاروبرقی و فریزرصندوقی," توسعه تجارت ثنا گستر ایرانیان",250000000000,250000000000,52,34.000000,ضمانت نامه تعهد پرداخت,12 ماه,1728937800,6666883dc443c3217a786781,آی‌بی‌کراد,ibcrowd,/api/fund-raises/resolve?id=66fc0e92ad4f769279fcaa16,https://carinx.ir/files/67ee0d895eafe7b5f71713addb2eb5378e296083ae76b0ab4f523ccf21c58c95.jpg,ibcrowd.ir
670eaaf08337a67c686b9657,خرید تجهیزات خط تولید و بسته بندی و صادرات انواع خرما,طلای ناب کوروش,250000000000,250000000000,30,42.000000,چک متقاضی نزد عامل,12 ماه,1728851400,670ea97b37339c7ae54e6eae,نوین کراد,novincrowd,/api/fund-raises/resolve?id=670eaaf08337a67c686b9657,https://carinx.ir/files/87bcfeba97004b43210b523fc74d6bf45aacf78cb9d4fdbce4cc755c21254e0b.webp,novincrowd.ir
670eaaf08337a67c686b964e,تامین سرمایه در گردش جهت خالص سازی سنگ آهن معدن چادرملو,شرکت صنعت و معدن یزد یوتاب,250000000000,250000000000,106,43.000000,ضمانت نامه تعهد پرداخت بانک رفاه,12 ماه,1728851400,670ea97b37339c7ae54e6eae,نوین کراد,novincrowd,/api/fund-raises/resolve?id=670eaaf08337a67c686b964e,https://carinx.ir/files/e8788feccaf7ff6fb3e23330d9e8f7ead752c4329ceedf6976071f018536ebef.webp,novincrowd.ir
66fabd13fb62fca69ecf8e59,تامین سرمایه در گردش شرکت آذر روان ساز جهت توليد و فروش روغن پترونول و ردلوب,آذر روان ساز,250000000000,250000000000,49,34.000000,ضمانت نامه تعهد پرداخت,12 ماه,1728851400,6666883dc443c3217a786781,آی‌بی‌کراد,ibcrowd,/api/fund-raises/resolve?id=66fabd13fb62fca69ecf8e59,https://carinx.ir/files/4902de475e414bb0f8aa4ba51b69c5724b8a75c772f6d2db7ad884c59da802f6.jpg,ibcrowd.ir
66f9648c303c0f2e7c4865a9,تامین سرمایه در گردش شرکت صنایع غذایی سحر همدان جهت تولید و فروش انواع رب,صنایع غذایی سحر همدان,250000000000,250000000000,55,34.000000,ضمانت نامه تعهد پرداخت,12 ماه,1728765000,6666883dc443c3217a786781,آی‌بی‌کراد,ibcrowd,/api/fund-raises/resolve?id=66f9648c303c0f2e7c4865a9,https://carinx.ir/files/2978d4c1c5fe5c851c4bc86dd282dbd3c1bc3fe383c7d6b48f7a7458678e689d.jpg,ibcrowd.ir
66dc636f6edfbc30f66d364a,تامین سرمایه در گردش تکمیل زنجیره لبنیات بشارت,فرآورده های لبنی آشوراده گلستان,150000000000,150000000000,41,37.000000,ضمانت نامه تعهد پرداخت برابر با اصل سرمایه هدف,12,1727407800,66654ff356281b865f07d8e3,کاریزما‌,charisma,/api/fund-raises/resolve?id=66dc636f6edfbc30f66d364a,https://carinx.ir/files/5851e3b521d6e6d4cfc7296f58fcd4700c0ca38b9e4ff2dc8f99163bed38c903.jpg,crowd.charisma.ir
66cec3f6bcd232148a247f6a,تامین سرمایه در گردش جهت تولید پاکت پلی استر چاپدار,تولیدی اصفهان مقدم,250000000000,250000000000,233,41.000000,اصل سرمایه,دوازده ماهه,1727382600,66654ff356281b865f07d8e8,هم آفرین,hamafarin,/api/fund-raises/resolve?id=66cec3f6bcd232148a247f6a,https://carinx.ir/files/d0c971d85abde22fb93b253cd114849892cc242ee6008764823aa67fc6ddbae0.jpg,hamafarin.ir
66e808c81bffe015111118b8,تأمین سرمایه در گردش جهت تولید برد الکترونیکی پکیج,صنایع صبح پارلار آسیا,150000000000,150000000000,334,45.000000,اصل سرمایه سرمایه گذاران با ارئه ضمانت نامه صادر شده از سوی صندوق پژوهش و فناوری استان آذربایجان شرقی با کد سپاص: 1574814031170214 که تا تاریخ 1404/05/30 معتبر می باشد تضمین شده و با درخواست شرکت سامانه تامین هوشمند نوآفرینان ایرانیان تا زمان مورد درخواست این شرکت قابل تمدید است.,12 ماه,1727296200,6666883dc443c3217a786784,آی فاند,ifund,/api/fund-raises/resolve?id=66e808c81bffe015111118b8,https://carinx.ir/files/4d29084e0627846ab58794227005d5e3155e3a70badb35e726d680c7f4b4b022.jpg,ifund.ir
66ceb5fbcd0f3c200e0cd21e,قسمت 13 کارمانی - فروشگاه اینترنتی یوزمارت,آرنگ پخش نوین کاسپین,50000000000,50000000000,170,44.000000,ضمانت‌نامه تعهدپرداخت اصل سرمایه,12 ماهه,1727296200,6666883dc443c3217a786787,کارن کراد,karencrowd,/api/fund-raises/resolve?id=66ceb5fbcd0f3c200e0cd21e,https://carinx.ir/files/e365e8cbe115821d19257d2eaa65c6b0c7e99dce5ab2ba027529a174c7a61c9b.jpg,karencrowd.com
66e6860708145e7a05acee97,تأمین سرمایه در گردش فروش گوشت مرغ,بیسان سام یزد,100000000000,100000000000,220,45.000000,اصل سرمایه سرمایه گذاران با ارائه ضمانت نامه از سوی بانک ملی ایران با شناسه سپام 0017903605626584 صادر شده و تا تاریخ 1404/06/06 معتبر می باشد و با درخواست شرکت سامانه تامین هوشمند نوآفرینان ایرانیان تا زمان مورد درخواست این شرکت قابل تمدید است.,12 ماه,1727209800,6666883dc443c3217a786784,آی فاند,ifund,/api/fund-raises/resolve?id=66e6860708145e7a05acee97,https://carinx.ir/files/0eaf7029dddcec0bbc75854555478ec119039196d125db43c9fe5c36b802bca7.jpg,ifund.ir
66e06d0ec8d686d4e670937a,تامین سرمایه در گردش جهت تامین محیط کشت، مواد اولیه و نهاده های گلخانه فاز اول,کشت و صنعت مهرگان,250000000000,250000000000,406,41.500000,اصل سرمایه,دوازده ماهه,1727209800,66654ff356281b865f07d8e8,هم آفرین,hamafarin,/api/fund-raises/resolve?id=66e06d0ec8d686d4e670937a,https://carinx.ir/files/49c7bafa71da3eafa08c00e786ccefdfc9d721d01cc15bdb2a18d5ad53579ecf.jpg,hamafarin.ir
66ead5e39b4ca2ca5277f0fa,تأمین بخشی از سرمایه در گردش مورد نیاز جهت تولید و فروش کامپوزیت آلومینیومی,شرکت پدیده آذران,120000000000,120000000000,165,42.000000,,,1727037000,66654ff356281b865f07d8e6,حلال فاند,halalfund,/api/fund-raises/resolve?id=66ead5e39b4ca2ca5277f0fa,https://carinx.ir/files/6b8006f25df9c057a483c67ea55da7685d19b58c1fc097d690ebccde515f833e.jpg,halalfund.ir
66dd7cc8445bb835469794f1,تامین سرمایه در گردش لازم جهت خرید و فروش الیاف آکریلیک,بازرگان گستر ارزش آفرین آسیا,250000000000,250000000000,501,42.000000,اصل سرمایه,دوازده ماهه,1727037000,66654ff356281b865f07d8e8,هم آفرین,hamafarin,/api/fund-raises/resolve?id=66dd7cc8445bb835469794f1,https://carinx.ir/files/8651adcd41660fbcaeda8a98a362db196f3ab40573eaa7e4020d45b80943555f.jpg,hamafarin.ir
66d4503e7051c2cdfa8bbd98,تأمین مالی جمعی تأمین سرمایه در گردش خرید و فروش گندله سنگ آهن,هرمس انرژی ایرانیان ,70000000000,70000000000,53,37.000000,ضمانت نامه تعهد پرداخت برابر با اصل سرمایه هدف,12,1726889400,66654ff356281b865f07d8e3,کاریزما‌,charisma,/api/fund-raises/resolve?id=66d4503e7051c2cdfa8bbd98,https://carinx.ir/files/d58361d9210dd05f32237e49a554a0b33fd82540f4c40f720b82b99f7b16129b.jpg,crowd.charisma.ir
66c820e9bc39a1f6142e850c,تامین سرمایه در گردش لازم جهت تولید دستگاه مخزن فشرده,آذر انرژی تبریز,250000000000,250000000000,309,41.000000,اصل سرمایه,دوازده ماهه,1726777800,66654ff356281b865f07d8e8,هم آفرین,hamafarin,/api/fund-raises/resolve?id=66c820e9bc39a1f6142e850c,https://carinx.ir/files/9fb7e4a6317b2307e6d7e7937a4478407f56264583834c2c34dd81cf024e01cd.jpg,hamafarin.ir
66c57b68a8818dd843e4b158,تامین سرمایه در گردش لازم جهت تولید کود ان پی کی (NPK),پترو پاریز سبز البرز,180000000000,180000000000,457,41.500000,اصل سرمایه,دوازده ماهه,1726777800,66654ff356281b865f07d8e8,هم آفرین,hamafarin,/api/fund-raises/resolve?id=66c57b68a8818dd843e4b158,https://carinx.ir/files/223fb28d35096a7b66d264fc5c0fe6185094077ae51f2f4a60e0497566d32162.jpg,hamafarin.ir
66c9c5cec65f0121d0d7d5fd,قسمت 12 کارمانی - تولید و فروش پوشاک بانوان با برند تولیکا,تولیکا طرح,150000000000,150000000000,278,42.000000,ضمانت‌نامه تعهدپرداخت اصل سرمایه,12 ماهه,1726691400,6666883dc443c3217a786787,کارن کراد,karencrowd,/api/fund-raises/resolve?id=66c9c5cec65f0121d0d7d5fd,https://carinx.ir/files/a5d7c32500b1a119212a60ad9989baf932bbda1b5edb6d967375607708e402e9.jpg,karencrowd.com
6710a5fd9c03566783ffddbd,تامین سرمایه در گردش به منظور خرید و فروش تایرهای تولید خارج از کشور,دنیای لاستیک پیروزی(مسئولیت محدود),50000000000,50000000000,0,40.000000,تضمین بانکی اصل‌ سرمایه به همراه تعهد باز خرید توسط متقاضی در سررسید,6,1726605000,6710a50101b4f1cf53540c9b,پولسار,pulsar,/api/fund-raises/resolve?id=6710a5fd9c03566783ffddbd,https://carinx.ir/files/6e5551db44bbe8772ece44fdf66542b003c9335aec6da93d5dfbc5062809fff4.jpg,pulsar.ir
66dc2b473676a4ddce1e6a96,تأمین سرمایه در گردش جهت تجهیز پکیج‌های ساختمانی,انبوه گستر نصر,100000000000,100000000000,199,45.000000,ضمانت نامه این طرح از سوی بانک ملی صادر شده و تا تاریخ 1404/05/29 معتبر می باشد.,12 ماه,1726518600,6666883dc443c3217a786784,آی فاند,ifund,/api/fund-raises/resolve?id=66dc2b473676a4ddce1e6a96,https://carinx.ir/files/d426f0511b91304a9c04ae3ac8581495409bca13d732f1a79942ce395db2c7a3.jpg,ifund.ir
66c1b81ec26a72e2a9a4cc01,تامین سرمایه در گردش لازم جهت مونتاژ انواع دریل,هشتی آفرینان سپهر,170000000000,170000000000,505,42.000000,اصل سرمایه,دوازده ماهه,1726518600,66654ff356281b865f07d8e8,هم آفرین,hamafarin,/api/fund-raises/resolve?id=66c1b81ec26a72e2a9a4cc01,https://carinx.ir/files/4072218a1bd78b87eab85053088ee85e8e2c846f6ac7dea2a68bd11586f0344b.jpg,hamafarin.ir
66d4894d2ef07e69fb3ec8eb,تامین سرمایه در گردش لازم برای تولید کود ارگانیک هیومیک اسید,پترو پاریز سبز البرز,250000000000,250000000000,531,41.500000,اصل سرمایه,دوازده ماهه,1726432200,66654ff356281b865f07d8e8,هم آفرین,hamafarin,/api/fund-raises/resolve?id=66d4894d2ef07e69fb3ec8eb,https://carinx.ir/files/0226eed2495a10840e11cf22971196abaa8aa89d2c072acb16743f9e7f99e36e.jpg,hamafarin.ir
66cc6e48012399436831f766,تأمین مالی جمعی تأمین سرمایه در گردش تولید و فروش  داروى  سیکلوفسفاماید,نانو فناوران دارویی الوند ,150000000000,150000000000,79,38.000000,ضمانت نامه تعهد پرداخت برابر با اصل سرمایه هدف,12,1726371000,66654ff356281b865f07d8e3,کاریزما‌,charisma,/api/fund-raises/resolve?id=66cc6e48012399436831f766,https://carinx.ir/files/c93be64ecb522a85ae6acdbec6d06f964404bdac57ff1865f100bc303933b854.jpg,crowd.charisma.ir
66d4656c3c79ab2a0d73b0bc,تامین سرمایه در گردش شرکت صنایع لاستیکی پارمیدا جهت تولید و فروش انواع نوارهای لاستیکی خودرو (نوار درب پژو، نوار صندوق عقب و نوار آب رو کنار سقف),صنایع لاستیکی پارمیدا,500000000000,500000000000,66,34.000000,ضمانت نامه تعهد پرداخت,12 ماه,1726345800,6666883dc443c3217a786781,آی‌بی‌کراد,ibcrowd,/api/fund-raises/resolve?id=66d4656c3c79ab2a0d73b0bc,https://carinx.ir/files/87e47eba06fa5291cadb03927644110cec67e43bc3e297a67bb311038362096c.jpg,ibcrowd.ir
66d45e63bcfc917d2d6a0d68,تامین سرمایه در گردش شرکت حافظ وارش جهت تولید و فروش نیترات نقره,حافظ وارش,250000000000,250000000000,49,34.000000,ضمانت بانکی,12 ماه,1726345800,6666883dc443c3217a786781,آی‌بی‌کراد,ibcrowd,/api/fund-raises/resolve?id=66d45e63bcfc917d2d6a0d68,https://carinx.ir/files/5b0f09693d70a7bc0aeb875ab0a22eef2c2f88cf7b733e138e9b490a19b34edb.jpg,ibcrowd.ir
66b9e11c8ce854af215b54d4,تولید محصولات آرایشی و بهداشتی حاوی کمپلکس پروبیوتیک و پست بیوتیک اختصاصی,نوواژن فارمد,50000000000,50000000000,149,40.000000,ضمانت اصل سرمایه از صندوق نوآوری و شکوفایی,12 ماه,1726129800,6666883dc443c3217a78677e,هم آشنا,hamashena,/api/fund-raises/resolve?id=66b9e11c8ce854af215b54d4,https://carinx.ir/files/62f219025a98f273a64355612edc2af9038a0287a47afdc3533752f358114554.jpg,hamashena.ir
66baef96ee89736f605ae4e1,قسمت 11 کارمانی - بازرگانی لوازم خانگی,راهبردهای شبکه خلاق پارس,100000000000,100000000000,148,42.000000,,12 ماهه,1726099200,6666883dc443c3217a786787,کارن کراد,karencrowd,/api/fund-raises/resolve?id=66baef96ee89736f605ae4e1,https://carinx.ir/files/b79e8ea57e7dc96abfb8faa2c3cb08377bb5497d3c2d5154177c8a9a5d2f4dc0.jpeg,karencrowd.com
6710a5fd9c03566783ffddb9,تامین سرمایه در گردش جهت خرید مواد اولیه برای تولید چای,شرکت تولیدی بازرگانی چای مانی,150000000000,150000000000,0,40.000000,تضمین بانکی اصل‌ سرمایه به همراه تعهد باز خرید توسط متقاضی در سررسید,6,1726000200,6710a50101b4f1cf53540c9b,پولسار,pulsar,/api/fund-raises/resolve?id=6710a5fd9c03566783ffddb9,https://carinx.ir/files/094741b0a8d72dbb1ff81f2aed4130a18c3b018293b0e8e34e351abf50600630.jpg,pulsar.ir
670eaaf08337a67c686b964b,تامین سرمایه در گردش مربوط به تولید نخ پروپیلن BCF,ریسندگی و بافندگی زرباف یزد,100000000000,100000000000,60,44.000000,چک شرکت با ظهر نویسی اعضای هیئت مدیره,12 ماه,1726000200,670ea97b37339c7ae54e6eae,نوین کراد,novincrowd,/api/fund-raises/resolve?id=670eaaf08337a67c686b964b,https://carinx.ir/files/d532b87a4562631c070fe54ffb867bafe014de21b08ab482f165db5ce8f4bd5b.webp,novincrowd.ir
66d6b41523ac3d90b480338e,تأمین سرمایه در گردش تولید و فروش چسب وکیوم,آژند بسپار آرمان نوین,40000000000,40000000000,78,46.000000,اصل سرمایه سرمایه گذاران با ارائه ضمانت نامه از سوی صندوق فناوری نانو با شناسه سپاص 1224814031168893 صادر شده و تا تاریخ 1404/05/30 معتبر می باشد و با درخواست شرکت سامانه تامین هوشمند نوآفرینان ایرانیان تا زمان مورد درخواست این شرکت قابل تمدید است.,12 ماه,1726000200,6666883dc443c3217a786784,آی فاند,ifund,/api/fund-raises/resolve?id=66d6b41523ac3d90b480338e,https://carinx.ir/files/47619119ca764ffe4d434d13ec9f3b0d6f6388e3b3c503a63d1906d9b6325bc5.jpg,ifund.ir
66cf2d74bf4adc2f5f62f7fe,تامین سرمایه در گردش شرکت تیسان چوب ایرانیان جهت تولید و فروش انواع ام دی اف,تیسان چوب ایرانیان,250000000000,250000000000,71,34.000000,چک,12 ماه,1726000200,6666883dc443c3217a786781,آی‌بی‌کراد,ibcrowd,/api/fund-raises/resolve?id=66cf2d74bf4adc2f5f62f7fe,https://carinx.ir/files/3037be012845ba366be3261474716cc396dab2356722d380fede77318cb06caf.jpg,ibcrowd.ir
66b71e0e17ed71f10eb10c4b,تامین سرمایه در گردش لازم جهت واردات و فروش کود کشاورزی ام ای پی,بازرگانی رهاورد فدک سپاهان,250000000000,250000000000,275,42.000000,اصل سرمایه,دوازده ماهه,1725840000,66654ff356281b865f07d8e8,هم آفرین,hamafarin,/api/fund-raises/resolve?id=66b71e0e17ed71f10eb10c4b,https://carinx.ir/files/bf97eca137c49d13862d5c041d66951b911702f546569dee201b11705f2b888c.jpg,hamafarin.ir
670eaaef8337a67c686b9645,تامین سرمایه در گردش جهت تامین باتری‌ خودروهای سنگین,ماد باطری کیش,60000000000,60000000000,72,45.000000,چک شرکت با ظهر نویسی اعضای هیئت مدیره,12 ماه,1725827400,670ea97b37339c7ae54e6eae,نوین کراد,novincrowd,/api/fund-raises/resolve?id=670eaaef8337a67c686b9645,https://carinx.ir/files/12057f17bb445934b9ad52509bdd9d3f063f4d57f4f561dd9a367374e4132492.webp,novincrowd.ir
66c194ef57e63ea5abd461e9,تأمین سرمایه در گردش تولید ورق اسیدشویی و روغن نورد شده,فولاد تاراز چهار محال,250000000000,250000000000,59,38.000000,ضمانت نامه تعهد پرداخت برابر با اصل سرمایه هدف,12,1725593400,66654ff356281b865f07d8e3,کاریزما‌,charisma,/api/fund-raises/resolve?id=66c194ef57e63ea5abd461e9,https://carinx.ir/files/2cb3ee50df4262c722d40173e391715daf22d2aeda13435b93f279c62da52369.jpg,crowd.charisma.ir
66b20279bae34ad1383f6013,بازرگانی الیاف اکریلیک,صنایع نساجی فیروز تاب,250000000000,250030446000,320,44.000000,,6ماهه,1725494400,6666883dc443c3217a786787,کارن کراد,karencrowd,/api/fund-raises/resolve?id=66b20279bae34ad1383f6013,https://carinx.ir/files/9ee35a5020cff7943090f22c361b52d4cd92f18d42ddea9bc96d3e1acc4ddc66.jpeg,karencrowd.com
66c9c5cec65f0121d0d7d612,قسمت 10 کارمانی - دستگاه شتاب‌دهنده خطی,بهیار صنعت سپاهان,150000000000,150000000000,298,40.000000,ضمانت‌نامه تعهد پرداخت به مبلغ 7.5 میلیارد تومان,12 ماهه,1725481800,6666883dc443c3217a786787,کارن کراد,karencrowd,/api/fund-raises/resolve?id=66c9c5cec65f0121d0d7d612,https://carinx.ir/files/807c64b46dee8f6786c629d1e505b272bcbabaa2706071a03fff348bd9642296.jpg,karencrowd.com
